CLIENTNUM,Savings,Duration_of_Contact,Num_of_Contacts_Made,Last_Contacted,Outcome
715708308,843651.83,144,31,14,0
779707308,160698.69,30,23,586,0
711688158,152359.41,2078,24,792,1
711848658,328234.16,88,21,221,0
715855083,0.0,156,10,8,1
778971408,768394.02,2256,2,257,0
711648708,1058146.84,1114,14,361,1
713149683,91348.95,1246,1,185,0
771903033,0.0,540,27,405,0
737925558,0.0,380,11,336,0
803347908,58587.54,605,35,21,0
817285758,223581.5,647,30,198,1
711480108,238319.61,1121,32,76,0
709662708,404949.82,83,17,216,0
709224858,475868.77,1972,27,784,1
821771508,743331.42,1399,10,40,1
710522433,12665.17,21,12,332,1
779046408,0.0,2231,12,131,0
708595158,15844.86,43,34,440,1
757266933,0.0,1237,44,250,0
719904333,366388.46,129,33,586,0
718264233,85475.17,542,7,12,0
784798683,271687.02,755,6,775,0
710899833,400312.3,119,41,119,1
780025908,112895.03,762,31,44,0
713610033,625612.37,529,2,228,0
713086908,335357.95,37,4,113,0
710032608,0.0,963,58,29,0
719776608,0.0,1132,6,150,1
709220583,305664.15,1472,44,245,0
740852733,530765.46,163,41,187,1
709528308,861189.13,34,16,535,0
715127208,1078002.1,835,2,404,1
817144458,0.0,891,29,290,1
710628783,819508.52,1571,17,779,0
772145658,863843.54,21,55,179,1
739594758,321800.7,2184,23,253,1
789198708,700336.19,799,14,828,1
720953658,0.0,618,38,298,0
771330558,667251.12,538,55,130,1
714078558,320284.99,248,15,667,0
788826408,0.0,2129,16,119,1
790128033,630205.9,6,1,55,1
718082208,296528.11,409,19,344,1
711711483,506833.8,332,27,153,0
709426608,543655.03,1344,31,191,1
811457058,243650.66,8,29,427,1
773073558,53288.84,1855,4,437,1
715937133,709228.09,128,51,97,0
713693958,169900.36,690,26,184,0
715443708,0.0,67,43,27,1
770769483,108919.89,446,10,382,0
789326808,0.0,402,10,240,1
712105533,715983.92,500,1,6,0
720674133,285422.44,213,21,95,1
779216358,131866.15,233,16,674,0
710279508,0.0,725,9,500,0
712168833,296581.47,935,7,399,0
780581508,833920.06,175,63,323,1
711957708,205282.05,639,8,484,1
778782858,168681.5,1042,20,463,0
709366458,0.0,964,14,368,1
796990908,302990.87,861,51,690,1
715702758,0.0,897,23,299,0
787438983,187472.46,973,4,216,1
713834358,127611.32,284,18,504,1
710084883,862480.38,912,3,355,1
788915283,39318.37,379,11,479,1
714916758,130387.5,95,12,66,0
789611283,0.0,286,9,589,0
773288958,219635.07,764,1,267,0
811721133,394715.79,530,20,208,1
798110358,251501.88,125,24,259,1
826478958,144539.14,846,1,178,1
719127558,899019.9,689,5,33,1
712454958,562606.67,71,36,508,0
718561458,0.0,3881,11,461,1
822984108,203063.4,362,9,371,0
719469333,0.0,38,16,626,1
720871383,704462.87,943,41,375,0
788827308,49524.95,1597,30,102,1
710180958,397199.25,1353,50,492,1
778346283,1503821.16,382,36,778,0
787547208,86901.71,234,37,276,1
714983283,325885.89,146,24,553,1
767653233,266054.43,1192,26,4,0
719461008,484750.12,700,63,270,0
775198608,4419.34,1297,19,254,0
717567333,90428.61,1145,7,267,1
772794108,67135.42,205,16,462,1
712072908,537797.5,86,43,21,1
709328733,78418.16,1559,2,335,0
788107683,0.0,465,10,325,0
712440483,298659.23,1014,12,321,0
778399008,498496.89,1032,5,424,0
811534983,68279.81,578,63,69,0
718726833,430552.52,604,17,47,0
719450508,72700.94,1173,50,701,1
711213108,7526.71,288,63,331,0
708488208,0.0,369,21,365,1
717206508,405505.62,1242,14,362,1
821836008,534905.65,1551,9,22,0
807244983,72146.77,444,30,492,1
821872758,55220.11,2485,44,137,0
809959683,185814.63,1184,46,280,0
715079208,157095.29,1346,58,144,0
767049258,1001716.48,1340,8,286,1
709579383,390740.86,811,29,416,0
781923483,48115.94,1975,8,775,0
718654533,114668.12,217,7,141,1
716169258,271983.36,518,10,484,0
708212658,144580.82,707,34,197,1
756013833,547490.31,284,36,230,1
719358333,228868.72,421,25,467,0
713735508,703631.96,1184,9,362,1
814833408,279620.51,514,26,99,1
719182308,0.0,338,32,749,1
818497758,246840.59,925,58,96,0
709991883,671893.72,1410,31,52,0
770901258,0.0,7,10,603,0
711499158,4319.23,1165,4,854,1
720445533,3240.82,1571,9,480,1
809951133,494312.67,398,12,457,1
714657108,133657.78,1373,46,320,0
789048858,100234.49,120,24,171,1
771816408,139888.74,991,63,71,0
798158808,371838.14,986,37,504,0
787685658,214208.63,1103,4,375,0
720141408,0.0,195,20,13,0
708216108,0.0,1390,21,163,1
715074258,602852.28,723,20,452,0
771653583,411967.42,601,38,97,1
720836808,786749.21,786,31,420,0
818701383,616894.82,395,28,472,0
778137108,310179.63,513,33,331,1
720973833,412442.41,1028,27,234,0
768490458,998736.88,232,15,226,1
751487358,264686.73,1259,3,20,0
712742808,0.0,830,19,594,1
712820208,197704.71,2516,6,35,0
794649858,87933.81,455,5,22,1
755262933,0.0,1439,3,536,0
709541433,0.0,1218,31,161,1
820622433,1187627.48,752,11,667,0
712586583,204606.39,1053,46,204,0
767269908,1050055.31,98,38,147,1
711310908,22419.09,1364,24,478,1
788862333,180248.23,697,22,775,0
713194608,0.0,655,63,130,0
793550958,0.0,375,11,305,1
712607583,0.0,229,21,425,0
713921058,0.0,1191,33,219,1
709183683,320881.27,533,39,182,0
715241583,585204.34,2015,21,159,0
710475408,860171.75,352,13,416,0
708971583,192197.89,723,36,350,0
714547458,444168.75,535,35,328,1
827631483,211723.62,698,46,561,1
711159108,29917.9,776,17,317,1
714703158,218754.57,339,30,686,1
710255208,5421.13,1105,37,137,0
779236083,0.0,614,33,24,0
715973583,367254.76,1067,18,391,0
794113758,318011.52,643,21,586,1
709452633,58815.64,1573,27,219,0
788210583,553624.17,1720,30,269,0
717784983,0.0,1022,5,193,1
768460908,796287.44,688,2,298,0
714697533,0.0,1584,17,150,0
713206683,510111.12,79,35,457,1
789314133,0.0,80,31,212,1
713956308,268196.85,1153,18,318,1
711595833,717416.62,1047,55,690,1
779521533,1155177.07,793,30,285,0
715225458,193003.6,710,39,804,0
716487408,438939.05,320,7,164,1
719338383,0.0,63,33,281,0
710523333,19587.23,723,20,530,0
787489083,29697.08,49,7,470,0
711498258,2112161.87,419,39,20,0
709316433,665979.8,712,55,430,0
778734108,273394.13,384,34,252,1
778388358,360987.8,1074,55,137,0
716773533,0.0,380,50,218,0
822130683,0.0,2516,8,474,1
717268458,531017.99,168,17,278,1
827888433,17825.42,1623,28,295,0
716522583,0.0,585,50,383,0
789415983,301304.93,1512,38,585,0
719819958,220034.09,806,22,195,1
769579608,93271.37,3094,7,200,0
716615583,82095.47,1460,29,592,1
781131483,240448.68,620,37,13,1
720521808,693605.08,1099,37,412,1
718136283,759369.42,259,37,211,0
778855383,0.0,553,4,535,0
779722308,56054.79,77,9,194,0
818926833,0.0,109,33,237,1
721217283,673534.26,1039,3,153,1
713371233,0.0,44,27,222,0
778426608,1081883.32,462,63,1,0
787515333,443807.18,571,8,181,1
718444233,342212.31,1009,30,8,1
771099183,82802.0,986,46,26,0
770241333,377845.95,1120,33,98,1
710819733,679257.73,1326,58,169,1
772155108,34915.69,1405,10,826,1
798796233,49071.45,813,4,342,0
815472108,614111.12,1404,33,53,0
769145733,994671.85,1665,46,252,0
783364233,465091.25,1041,58,842,0
715640358,245399.82,2775,10,41,0
713529858,336580.19,840,63,284,0
715684308,398971.45,1702,16,192,1
709204158,52258.34,371,8,769,1
713182458,0.0,756,55,358,1
710624658,37671.59,203,28,769,1
716793108,140369.39,2219,1,431,0
714051033,243303.92,376,5,831,1
719139558,0.0,255,23,589,0
794632308,1080108.77,114,51,183,1
770662383,409023.58,1055,15,495,1
710581758,246536.74,870,7,460,1
720497958,606917.48,1138,12,156,0
720920058,370566.12,1044,63,626,1
709855608,244301.8,692,2,10,0
815484783,0.0,737,12,426,0
771602883,514260.2,337,27,430,0
755953308,216904.04,1165,22,524,1
720917808,495472.84,637,33,337,0
709379283,287563.95,387,19,300,1
711840408,170404.37,779,35,300,1
785328408,150691.94,1099,38,276,0
719873808,232434.93,101,39,270,1
715528983,266959.93,1842,7,531,1
720254883,456955.52,931,9,158,1
811980858,296592.41,86,41,237,1
711330408,296787.08,999,32,655,0
714580158,249900.05,212,9,239,1
710798883,99362.01,440,13,246,1
708913233,780355.14,625,19,150,0
788038383,0.0,797,30,145,0
719905908,765839.16,1023,33,464,0
807044958,364981.5,846,10,467,1
787643658,324987.82,515,32,460,1
779138883,694721.16,1574,20,532,1
778401033,0.0,1070,16,3,1
818375733,0.0,707,13,437,1
711048783,555802.45,921,43,119,0
721415658,469108.02,1489,30,159,1
717961458,0.0,160,15,296,1
718068933,51292.86,2770,28,460,1
718623783,689024.38,1337,63,84,0
716565258,264956.03,659,17,195,0
792565908,0.0,1723,16,29,0
709267308,527832.2,351,16,616,1
710035008,296768.78,611,13,491,1
790082508,1223061.68,849,17,550,1
716866308,81606.23,600,1,42,0
709707033,558013.74,367,28,420,1
718346658,0.0,696,32,182,1
824157858,172016.52,1611,19,760,0
709735008,555549.19,147,29,492,0
814593858,0.0,151,34,503,1
718416858,202758.87,532,63,134,1
710307933,110234.94,764,44,283,1
715870758,440613.07,914,21,278,1
713819283,247236.38,1975,3,243,0
710424408,119786.04,417,3,456,0
719013108,0.0,307,34,9,0
717769008,242730.22,947,63,670,0
709986633,307776.89,233,41,355,0
721062408,315852.02,481,50,201,0
771349458,252188.52,1370,15,542,0
771441558,196504.73,1131,58,397,1
756409758,263004.79,1432,43,8,1
778885158,247579.33,952,28,188,1
715543908,263111.81,1000,29,259,1
717591483,0.0,1119,10,387,0
714573258,400181.47,217,8,828,1
712281183,548773.34,800,19,470,1
717670758,373558.07,520,18,195,1
771556308,70065.4,1417,7,90,0
708931908,727951.48,1032,63,476,0
718894233,153489.85,1665,3,281,0
708927108,6280.38,622,50,153,1
717831783,226194.64,1877,63,393,0
709288383,147192.57,23,38,248,1
710813733,0.0,501,11,302,0
721084833,157549.08,1241,63,90,1
711258108,999245.76,317,19,93,1
710149008,0.0,325,16,24,0
711902058,249649.69,218,18,686,1
716757033,511459.64,734,23,25,0
712688433,522901.52,1329,28,167,0
713203908,527551.31,1272,37,462,1
711772008,0.0,1476,2,208,0
708799983,662229.63,1282,19,680,1
741344808,213416.99,1495,39,277,1
802087683,1052639.23,712,32,440,0
712491108,661164.75,2653,22,784,0
714767508,106542.82,474,17,415,1
720376008,80999.62,201,24,97,1
779126658,534797.86,731,10,495,1
793222008,116146.02,135,22,435,1
720812433,551243.15,286,24,99,0
717623583,95258.61,325,36,808,1
708878508,373915.81,118,17,407,0
710043408,0.0,1226,1,5,0
710749458,88217.25,911,4,369,0
799498158,388593.6,1221,13,1,1
716334258,144764.93,1946,46,53,1
716075208,71627.62,689,43,291,1
780276258,701447.57,630,14,547,1
715247508,306250.85,769,20,388,0
718784358,880313.48,1359,37,5,1
751450008,0.0,731,16,47,1
711050058,414989.05,648,38,440,1
779040408,344259.45,36,18,680,1
714024858,248597.54,224,22,223,1
789849108,847518.05,1399,3,77,1
710391258,633245.11,69,33,275,0
718830183,788041.62,614,63,446,0
779696883,462268.86,635,16,68,1
737971833,73168.42,993,35,158,1
772468983,48064.24,2078,16,155,1
710990283,40577.44,370,44,524,0
808750458,520008.57,834,12,210,0
719692983,483075.94,921,24,467,0
719125158,60735.02,413,6,782,0
719206308,532553.93,136,44,158,1
717141858,0.0,441,21,321,0
708347583,209595.5,985,6,303,1
711006783,52629.63,3322,34,302,0
718274283,675197.01,23,16,194,0
715216908,215758.76,453,31,134,0
779611008,649559.95,999,22,310,1
811467708,0.0,949,16,203,0
812597508,219934.26,692,23,503,0
813990483,331384.62,125,29,592,1
789627258,427024.43,40,46,324,1
713346558,500088.25,118,43,375,0
708744933,596260.17,796,26,61,0
708828258,964850.73,157,20,206,1
713511108,308418.78,1328,50,245,0
710208633,0.0,306,4,360,0
717837858,1643387.81,445,33,421,1
709382958,531147.7,1049,44,462,1
716253858,0.0,63,12,782,0
713725683,258744.24,814,15,8,0
816033783,201067.1,499,35,134,1
715065483,255666.8,1159,16,450,1
713983308,265606.75,1451,33,375,0
718418958,0.0,347,14,234,0
779367858,356465.1,745,12,369,0
714974658,388789.22,223,37,587,1
716374308,546804.35,349,36,246,1
713416233,0.0,128,55,399,1
797643708,601583.42,993,33,67,0
808292958,3196.67,960,23,259,0
719831958,1203942.68,229,14,232,0
708860358,556975.1,300,41,21,1
717385983,0.0,775,9,221,1
719049033,235665.83,933,35,504,0
714347508,1080080.14,1158,5,347,0
803833608,27560.15,578,13,340,0
712576908,217360.46,637,11,202,1
778511733,494010.34,710,2,432,0
721464783,353727.14,6,8,426,0
821179233,365222.38,2621,1,309,1
713126733,546041.72,638,25,372,1
719688408,197779.74,306,22,58,0
779811183,363411.18,317,4,435,0
771086208,61329.04,1202,34,71,1
813752433,27999.08,1543,4,411,0
711876333,579609.25,1073,23,616,1
715256658,0.0,1310,51,15,0
711329658,575734.65,1173,23,113,1
710227908,0.0,1534,63,115,0
716362008,206997.44,756,9,656,1
714939708,0.0,1118,9,404,0
719431608,349098.29,146,41,376,1
769411758,779282.49,1249,16,349,1
714631833,264043.58,666,33,33,1
717999183,229309.1,442,14,162,0
713075283,1101705.65,1978,34,484,0
711561108,1189694.4,1118,21,295,0
713630733,16596.67,134,32,495,1
717599283,684527.85,71,36,9,1
712730583,247649.24,1265,43,395,0
712142733,76498.6,1097,24,427,0
720153258,11732.16,184,16,555,1
814086333,322835.19,1962,20,149,0
714069858,0.0,1978,22,315,1
712789383,762207.06,907,63,87,0
787983633,33884.53,1017,12,655,1
758583708,201264.09,239,34,100,0
717130383,564668.89,876,19,13,1
720770883,166987.61,671,18,312,1
720677733,472149.23,511,25,190,1
718587858,638756.25,897,43,375,0
715055433,320878.83,779,39,92,1
715498308,175171.7,204,3,108,1
708099183,43339.17,819,21,460,0
789959283,608079.2,1291,51,392,1
713536158,316935.77,86,15,211,1
815299833,70719.57,452,36,49,1
721003008,377827.51,1136,51,54,1
779883933,62966.17,1571,29,474,1
716612958,431026.9,1452,12,405,0
715859058,4181.68,498,4,440,0
772031733,667899.26,1313,1,129,0
720668358,217643.31,761,4,141,0
778708533,524003.81,210,11,535,1
719649408,338629.76,148,11,125,1
711934308,263076.08,283,43,101,1
781326483,0.0,249,1,480,0
712557708,509139.79,318,15,401,0
789187908,0.0,859,55,342,1
773297508,74349.55,1464,6,394,0
716529258,302522.57,1529,21,188,0
708242283,746781.59,16,25,495,1
789247458,182036.27,1486,29,19,1
717100833,136196.89,1532,18,772,0
721236408,0.0,257,16,245,0
720122808,473158.15,309,46,166,1
716882658,157060.15,876,63,670,0
709085358,0.0,1563,1,547,0
715785933,818626.85,1273,19,117,1
717159858,331579.49,1031,19,20,1
713259858,0.0,1007,33,353,1
787516908,159873.13,278,13,225,1
711145008,468743.52,1129,9,594,1
715013733,315994.26,557,5,547,0
737982408,168175.74,243,33,38,0
709361058,711011.02,140,19,114,0
773383158,0.0,575,20,48,0
716053083,325571.88,1319,55,77,0
717667833,702732.31,256,19,316,1
772086408,0.0,1154,30,479,0
708597558,444676.79,721,35,117,0
718011783,380417.66,1195,12,94,1
714360033,263021.95,873,28,334,0
708513183,0.0,1076,18,46,1
719353158,38919.28,999,58,125,0
711436083,3348.32,1390,30,159,0
780374133,26880.77,1056,51,202,1
739117233,1020766.92,333,12,467,0
795237183,838006.0,1340,17,341,0
709635858,118837.82,142,31,227,1
789701658,140265.68,193,28,276,1
711954558,217920.07,983,51,359,0
712655583,234652.11,1062,6,228,0
779686683,112748.78,937,36,214,1
711226758,254646.26,901,58,90,1
713241033,636924.15,1339,12,303,0
717013383,485517.39,975,30,156,1
712634133,73938.29,741,30,107,0
709537683,355280.96,556,30,439,0
720241758,85651.74,156,23,352,1
785080308,177987.94,964,21,161,0
713358633,506383.53,66,28,219,0
720282558,143141.85,348,8,225,1
821370858,134689.51,636,4,345,1
799249833,216981.94,529,12,401,0
713016633,337236.6,1196,14,433,0
814471983,651400.83,511,32,210,1
779612808,0.0,1608,29,277,1
716692683,265917.03,1328,51,589,0
790145733,0.0,938,7,521,1
714421233,76106.78,817,13,500,1
812788233,0.0,515,58,181,0
713910108,578054.83,1352,2,151,0
808169358,449278.13,173,35,277,0
714013083,53428.46,1294,39,421,0
715381533,1744.6,903,2,404,0
717678408,542538.71,322,14,378,1
711509658,1120318.94,1419,30,761,1
757481283,54706.83,957,14,207,0
808681158,875148.71,974,13,175,1
708208758,24124.11,164,12,208,1
714772758,0.0,420,29,477,1
713830233,366940.77,1283,28,12,0
814513008,260753.52,348,36,241,1
712765158,184043.74,1097,44,212,0
720231108,0.0,1001,3,370,1
720662508,785382.41,1337,20,150,1
708623283,61735.7,3076,9,403,1
813247083,0.0,909,16,378,1
811915383,0.0,1039,2,188,0
719818983,606449.78,837,17,95,0
710067183,205798.43,1608,12,363,0
771234558,3147.93,853,13,24,1
820288233,139222.03,104,39,366,1
717511533,274318.66,930,39,171,1
712495233,131603.49,378,30,476,0
718484283,552697.63,467,4,346,0
717413658,472532.72,445,33,270,0
804668658,327272.92,1161,30,557,0
715934283,398550.72,752,9,190,1
715279683,339103.76,211,1,216,1
718971333,0.0,1448,2,779,1
709219533,370384.82,1478,30,190,1
802464033,58002.59,667,18,38,0
712757808,83335.33,1132,50,476,1
708741633,92408.44,436,46,262,0
714043833,321993.86,864,46,430,0
789577833,1027687.62,812,30,655,1
787570758,467004.86,923,14,216,0
720371733,317130.82,343,32,310,1
711776433,939335.19,663,4,387,1
709583133,148581.58,673,30,261,1
719521983,349417.65,1399,51,145,0
718415133,195638.22,17,4,314,0
720462633,102106.11,149,11,385,1
715005558,395606.37,663,50,148,0
779993208,0.0,2775,20,229,1
787543008,38371.98,815,2,391,0
743265108,102153.46,710,2,234,0
713770383,98928.94,1486,50,492,0
712392108,540177.0,516,39,359,1
720145683,451487.36,1512,44,140,1
714832383,187614.89,250,11,163,0
772706283,9922.56,157,3,167,0
795920358,0.0,878,55,475,1
716277558,30774.42,586,5,154,0
764776833,425367.73,1056,51,63,1
710795883,0.0,945,37,56,0
710428308,427941.53,221,3,202,0
721096983,65799.92,851,10,156,1
715760733,309712.75,954,22,87,0
718227033,257041.84,1190,20,474,0
720610008,1077403.1,884,19,310,1
714111333,698209.04,1812,31,346,0
717551358,542368.32,428,63,180,0
813573333,185738.46,622,33,256,0
711709683,113241.54,1882,1,214,0
712902483,387257.32,1079,51,241,1
719883858,185650.58,246,26,229,0
712043433,395243.22,694,37,388,1
769095558,941541.73,532,50,263,1
816094233,1228854.3,77,36,595,0
758417508,0.0,538,19,454,0
721234308,119095.82,98,50,283,1
717138558,331928.33,1805,35,302,1
798120858,217295.69,1531,63,185,1
709997958,866263.74,602,18,83,1
712617408,293460.89,269,39,29,1
720158208,489592.17,788,28,274,0
716548083,48496.71,108,26,120,1
717631008,97382.57,804,43,655,1
813964383,179648.19,1193,63,15,0
719952408,0.0,943,55,312,1
771028533,122281.84,1456,15,239,1
713998233,107180.58,444,50,284,0
713574708,648763.47,1957,2,223,1
712004208,0.0,913,20,102,0
819610908,404546.81,658,16,181,1
712064358,282274.33,1284,24,94,0
816013383,48408.05,1221,4,175,1
780881358,433198.63,1702,19,115,1
709422183,84632.63,402,31,282,1
809941233,647961.81,385,20,674,1
710844408,99574.93,280,12,361,1
807141183,556809.05,553,30,399,1
808273533,852597.27,1230,33,53,1
716297658,832848.89,663,37,339,0
716532258,26762.91,1389,4,70,0
720540708,0.0,494,18,329,1
720904233,0.0,1070,50,-1,1
720863133,311798.46,351,63,253,0
714957108,16613.06,645,13,392,0
790102008,386925.57,784,38,477,0
781933983,530879.84,762,21,13,0
712643358,0.0,1576,41,337,0
716686158,30531.2,92,3,103,0
721344858,42492.38,476,44,230,0
813230208,871618.3,958,33,32,0
787500333,172853.23,578,22,407,0
768582033,326026.0,308,19,310,1
719916408,358620.95,566,28,375,1
789433758,658841.52,947,51,775,1
785011383,506890.81,1065,31,53,1
719283633,286120.96,233,58,230,1
710816358,64582.54,367,6,87,1
779653458,0.0,211,12,341,1
716382708,48197.56,2420,34,295,1
710387583,0.0,1148,35,477,0
718772133,994706.66,60,18,633,0
711224733,294687.86,153,44,215,1
718360083,1406624.43,1330,35,363,1
716102583,113961.34,851,41,390,1
708459633,508295.62,428,15,422,0
712868733,100756.52,549,9,442,1
713790708,96503.71,1500,50,355,1
717648783,182495.75,172,51,230,0
714709983,0.0,810,24,83,0
819409608,89607.82,1416,38,422,0
791856033,11147.38,1366,9,253,1
714474483,660487.03,538,41,103,0
716448783,138680.85,766,25,100,1
711065133,384943.8,1658,28,136,0
713769258,203827.88,2191,11,775,0
712288158,769857.27,694,30,194,1
789127533,1160490.65,358,30,761,0
717038733,375211.74,2053,58,274,0
804840033,0.0,2485,7,256,1
712058958,303972.3,1319,1,472,0
708295533,255679.69,28,36,221,0
